"BillNo","Itemname","Quantity","Date","Price","CustomerID","Country","YearMonth","PurchaseCategory"
"554554","FLOWERS HANDBAG blue and orange",43,2011-05-25,1.25,13694,"United Kingdom","2011-05","Bulk"
"554554","GARDENERS KNEELING PAD CUP OF TEA",96,2011-05-25,1.45,13694,"United Kingdom","2011-05","Bulk"
"554554","GARDENERS KNEELING PAD KEEP CALM",48,2011-05-25,1.45,13694,"United Kingdom","2011-05","Bulk"
"554632","ICE CREAM PEN LIP GLOSS",24,2011-05-25,1.25,14287,"United Kingdom","2011-05","Bulk"
"554632","ASSORTED FLOWER COLOUR ""LEIS""",24,2011-05-25,0.65,14287,"United Kingdom","2011-05","Bulk"
"554632","RAIN PONCHO RETROSPOT",24,2011-05-25,0.85,14287,"United Kingdom","2011-05","Bulk"
"554633","TEATIME GEL PENS ASST",144,2011-05-25,0.12,14287,"United Kingdom","2011-05","Bulk"
"554639","LARGE CIRCULAR MIRROR MOBILE",192,2011-05-25,0.85,17955,"United Kingdom","2011-05","Bulk"
"554642","5 HOOK HANGER RED MAGIC TOADSTOOL",960,2011-05-25,1.45,14646,"Netherlands","2011-05","Bulk"
"554647","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-05-25,1.79,14705,"United Kingdom","2011-05","Bulk"
"554649","CUPCAKE LACE PAPER SET 6",48,2011-05-25,1.65,16133,"United Kingdom","2011-05","Bulk"
"554705","FELTCRAFT DOLL ROSIE",24,2011-05-26,2.95,12910,"United Kingdom","2011-05","Bulk"
"554705","LUNCH BAG SPACEBOY DESIGN",30,2011-05-26,1.65,12910,"United Kingdom","2011-05","Bulk"
"554705","FELTCRAFT CUSHION OWL",24,2011-05-26,3.39,12910,"United Kingdom","2011-05","Bulk"
"554705","FELTCRAFT CUSHION BUTTERFLY",24,2011-05-26,3.39,12910,"United Kingdom","2011-05","Bulk"
"554705","FELTCRAFT CUSHION RABBIT",24,2011-05-26,3.39,12910,"United Kingdom","2011-05","Bulk"
"554707","SET 2 TEA TOWELS I LOVE LONDON",100,2011-05-26,2.55,14101,"United Kingdom","2011-05","Bulk"
"554707","FULL ENGLISH BREAKFAST PLATE",96,2011-05-26,3.75,14101,"United Kingdom","2011-05","Bulk"
"554707","LOCAL CAFE MUG",48,2011-05-26,1.85,14101,"United Kingdom","2011-05","Bulk"
"554707","ASSORTED COLOUR BIRD ORNAMENT",40,2011-05-26,1.69,14101,"United Kingdom","2011-05","Bulk"
"554707","LUNCH BOX I LOVE LONDON",128,2011-05-26,1.65,14101,"United Kingdom","2011-05","Bulk"
"554707","PAINTED METAL PEARS ASSORTED",64,2011-05-26,1.69,14101,"United Kingdom","2011-05","Bulk"
"554709","TOY TIDY PINK POLKADOT",200,2011-05-26,1.85,15769,"United Kingdom","2011-05","Bulk"
"554709","JUMBO BAG ALPHABET",200,2011-05-26,1.79,15769,"United Kingdom","2011-05","Bulk"
"554709","JUMBO BAG APPLES",200,2011-05-26,1.79,15769,"United Kingdom","2011-05","Bulk"
"554710","JUMBO BAG PINK POLKADOT",300,2011-05-26,1.79,15769,"United Kingdom","2011-05","Bulk"
"554789","PACK OF 12 COLOURED PENCILS",96,2011-05-26,0.85,16966,"United Kingdom","2011-05","Bulk"
"554789","PACK OF 12 TRADITIONAL CRAYONS",144,2011-05-26,0.42,16966,"United Kingdom","2011-05","Bulk"
"554789","WOODEN SCHOOL COLOURING SET",48,2011-05-26,1.65,16966,"United Kingdom","2011-05","Bulk"
"554789","BAG 125g SWIRLY MARBLES",120,2011-05-26,0.42,16966,"United Kingdom","2011-05","Bulk"
"554789","TRADITIONAL WOODEN SKIPPING ROPE",72,2011-05-26,1.45,16966,"United Kingdom","2011-05","Bulk"
"554789","TRADITIONAL MODELLING CLAY",48,2011-05-26,1.06,16966,"United Kingdom","2011-05","Bulk"
"554815","RED HANGING HEART T-LIGHT HOLDER",32,2011-05-26,2.55,13798,"United Kingdom","2011-05","Bulk"
"554815","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-05-26,1.79,13798,"United Kingdom","2011-05","Bulk"
"554815","TEA TIME PARTY BUNTING",50,2011-05-26,4.15,13798,"United Kingdom","2011-05","Bulk"
"554815","HANGING FAIRY CAKE DECORATION",72,2011-05-26,1.69,13798,"United Kingdom","2011-05","Bulk"
"554834","CHARLIE AND LOLA FIGURES TINS",84,2011-05-26,1.95,17416,"United Kingdom","2011-05","Bulk"
"554834","CHARLIE AND LOLA TABLE TINS",84,2011-05-26,1.95,17416,"United Kingdom","2011-05","Bulk"
"554845","NO SINGING METAL SIGN",48,2011-05-26,2.21,17450,"United Kingdom","2011-05","Bulk"
"554845","TOILET METAL SIGN",48,2011-05-26,0.73,17450,"United Kingdom","2011-05","Bulk"
"554845","BATHROOM METAL SIGN",48,2011-05-26,0.73,17450,"United Kingdom","2011-05","Bulk"
"554845","RED HANGING HEART T-LIGHT HOLDER",224,2011-05-26,3.24,17450,"United Kingdom","2011-05","Bulk"
"554845","HEART OF WICKER SMALL",738,2011-05-26,1.93,17450,"United Kingdom","2011-05","Bulk"
"554845","HEART OF WICKER LARGE",330,2011-05-26,3.21,17450,"United Kingdom","2011-05","Bulk"
"554845","WHITE HANGING HEART T-LIGHT HOLDER",608,2011-05-26,3.24,17450,"United Kingdom","2011-05","Bulk"
"554845","LAUNDRY 15C METAL SIGN",96,2011-05-26,1.7,17450,"United Kingdom","2011-05","Bulk"
"554868","SMALL POPCORN HOLDER",4300,2011-05-27,0.72,13135,"United Kingdom","2011-05","Bulk"
"554919","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-05-27,1.79,13225,"United Kingdom","2011-05","Bulk"
"554919","JUMBO BAG PINK POLKADOT",100,2011-05-27,1.79,13225,"United Kingdom","2011-05","Bulk"
"554919","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-05-27,1.79,13225,"United Kingdom","2011-05","Bulk"
"554921","REGENCY CAKESTAND 3 TIER",32,2011-05-27,10.95,13854,"United Kingdom","2011-05","Bulk"
"554921","ROSES REGENCY TEACUP AND SAUCER",24,2011-05-27,2.55,13854,"United Kingdom","2011-05","Bulk"
"554930","PLACE SETTING WHITE HEART",600,2011-05-27,0.42,15939,"United Kingdom","2011-05","Bulk"
"554944","ANTIQUE SILVER T-LIGHT GLASS",72,2011-05-27,1.06,18073,"United Kingdom","2011-05","Bulk"
"554944","VICTORIAN GLASS HANGING T-LIGHT",96,2011-05-27,1.06,18073,"United Kingdom","2011-05","Bulk"
"554951","PARTY BUNTING",50,2011-05-27,4.15,16323,"United Kingdom","2011-05","Bulk"
"555007","GARDENERS KNEELING PAD KEEP CALM",48,2011-05-31,1.45,13694,"United Kingdom","2011-05","Bulk"
"555007","GARDENERS KNEELING PAD CUP OF TEA",96,2011-05-31,1.45,13694,"United Kingdom","2011-05","Bulk"
"555010","SALLE DE BAIN HOOK",144,2011-05-31,1.48,17450,"United Kingdom","2011-05","Bulk"
"555075","WHITE HANGING HEART T-LIGHT HOLDER",150,2011-05-31,2.55,16013,"United Kingdom","2011-05","Bulk"
"555097","LARGE RED RETROSPOT WINDMILL",96,2011-05-31,1.85,16333,"United Kingdom","2011-05","Bulk"
"555098","LARGE RED RETROSPOT WINDMILL",168,2011-05-31,1.85,16333,"United Kingdom","2011-05","Bulk"
"555099","TRADITIONAL WOODEN SKIPPING ROPE",288,2011-05-31,1.06,16333,"United Kingdom","2011-05","Bulk"
"555099","WORLD WAR 2 GLIDERS ASSTD DESIGNS",1152,2011-05-31,0.21,16333,"United Kingdom","2011-05","Bulk"
"555099","RED  HARMONICA IN BOX",280,2011-05-31,1.06,16333,"United Kingdom","2011-05","Bulk"
"555104","WOODEN ROUNDERS GARDEN SET",96,2011-05-31,8.5,17949,"United Kingdom","2011-05","Bulk"
"555213","ANTIQUE SILVER T-LIGHT GLASS",72,2011-06-01,1.06,13094,"United Kingdom","2011-06","Bulk"
"555213","T-LIGHT GLASS FLUTED ANTIQUE",72,2011-06-01,1.06,13094,"United Kingdom","2011-06","Bulk"
"555232","TRADITIONAL WOODEN CATCH CUP GAME",30,2011-06-01,1.25,14597,"United Kingdom","2011-06","Bulk"
"555232","TRADITIONAL WOODEN SKIPPING ROPE",30,2011-06-01,1.45,14597,"United Kingdom","2011-06","Bulk"
"555232","CERAMIC STRAWBERRY CAKE MONEY BANK",58,2011-06-01,1.45,14597,"United Kingdom","2011-06","Bulk"
"555270","PARTY BUNTING",100,2011-06-01,4.15,17723,"United Kingdom","2011-06","Bulk"
"555285","ORANGE TV TRAY TABLE",186,2011-06-02,1.95,14298,"United Kingdom","2011-06","Bulk"
"555352","JUMBO BAG STRAWBERRY",200,2011-06-02,1.79,15838,"United Kingdom","2011-06","Bulk"
"555352","JUMBO BAG RED RETROSPOT",100,2011-06-02,1.79,15838,"United Kingdom","2011-06","Bulk"
"555352","SET OF 3 NOTEBOOKS IN PARCEL",96,2011-06-02,1.45,15838,"United Kingdom","2011-06","Bulk"
"555352","RED RETROSPOT PLATE",96,2011-06-02,1.45,15838,"United Kingdom","2011-06","Bulk"
"555352","RED RETROSPOT CUP",48,2011-06-02,0.72,15838,"United Kingdom","2011-06","Bulk"
"555352","PINK HAPPY BIRTHDAY BUNTING",100,2011-06-02,4.65,15838,"United Kingdom","2011-06","Bulk"
"555352","JUMBO BAG PINK POLKADOT",200,2011-06-02,1.79,15838,"United Kingdom","2011-06","Bulk"
"555352","RED RETROSPOT BOWL",72,2011-06-02,1.06,15838,"United Kingdom","2011-06","Bulk"
"555352","WATERING CAN GREEN DINOSAUR",48,2011-06-02,1.65,15838,"United Kingdom","2011-06","Bulk"
"555352","RECYCLING BAG RETROSPOT",100,2011-06-02,1.85,15838,"United Kingdom","2011-06","Bulk"
"555352","TOY TIDY PINK POLKADOT",50,2011-06-02,1.85,15838,"United Kingdom","2011-06","Bulk"
"555382","GARDENERS KNEELING PAD CUP OF TEA",96,2011-06-02,1.45,17133,"United Kingdom","2011-06","Bulk"
"555382","GARDENERS KNEELING PAD KEEP CALM",96,2011-06-02,1.45,17133,"United Kingdom","2011-06","Bulk"
"555382","POTTING SHED TEA MUG",72,2011-06-02,1.06,17133,"United Kingdom","2011-06","Bulk"
"555382","AREA PATROLLED METAL SIGN",144,2011-06-02,1.85,17133,"United Kingdom","2011-06","Bulk"
"555382","WHITE HANGING HEART T-LIGHT HOLDER",320,2011-06-02,2.55,17133,"United Kingdom","2011-06","Bulk"
"555392","FILIGREE HEART DAISY WHITE",24,2011-06-02,1.25,14221,"United Kingdom","2011-06","Bulk"
"555478","BLACK RECORD COVER FRAME",336,2011-06-03,3.39,13777,"United Kingdom","2011-06","Bulk"
"555489","SMALL POPCORN HOLDER",360,2011-06-03,0.72,17949,"United Kingdom","2011-06","Bulk"
"555490","REGENCY CAKESTAND 3 TIER",120,2011-06-03,10.95,17949,"United Kingdom","2011-06","Bulk"
"555497","SET/20 STRAWBERRY PAPER NAPKINS",24,2011-06-03,0.85,16659,"United Kingdom","2011-06","Bulk"
"555497","SET/6 COLLAGE PAPER PLATES",48,2011-06-03,0.39,16659,"United Kingdom","2011-06","Bulk"
"555530","PINK REGENCY TEACUP AND SAUCER",24,2011-06-05,2.55,16923,"United Kingdom","2011-06","Bulk"
"555534","COLOUR GLASS T-LIGHT HOLDER HANGING",48,2011-06-05,0.65,14682,"United Kingdom","2011-06","Bulk"
"555576","CIRCUS PARADE LUNCH BOX",36,2011-06-05,1.95,13410,"United Kingdom","2011-06","Bulk"
"555576","SPACEBOY LUNCH BOX",36,2011-06-05,1.95,13410,"United Kingdom","2011-06","Bulk"
"555580","WRAP ALPHABET DESIGN",25,2011-06-05,0.42,13983,"United Kingdom","2011-06","Bulk"
"555585","FRYING PAN UNION FLAG",24,2011-06-06,3.75,16029,"United Kingdom","2011-06","Bulk"
"555585","JUMBO BAG PINK POLKADOT",100,2011-06-06,1.74,16029,"United Kingdom","2011-06","Bulk"
"555585","JUMBO BAG RED RETROSPOT",100,2011-06-06,1.74,16029,"United Kingdom","2011-06","Bulk"
"555585","JUMBO BAG STRAWBERRY",100,2011-06-06,1.74,16029,"United Kingdom","2011-06","Bulk"
"555632","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",100,2011-06-06,1.79,13798,"United Kingdom","2011-06","Bulk"
"555632","YOU'RE CONFUSING ME METAL SIGN",48,2011-06-06,1.45,13798,"United Kingdom","2011-06","Bulk"
"555632","WHITE HANGING HEART T-LIGHT HOLDER",32,2011-06-06,2.55,13798,"United Kingdom","2011-06","Bulk"
"555632","JUMBO BAG TOYS",100,2011-06-06,1.79,13798,"United Kingdom","2011-06","Bulk"
"555759","UNION STRIPE WITH FRINGE  HAMMOCK",24,2011-06-07,6.95,13220,"United Kingdom","2011-06","Bulk"
"555818","REGENCY SUGAR TONGS",24,2011-06-07,2.49,13784,"United Kingdom","2011-06","Bulk"
"555818","ENAMEL FLOWER JUG CREAM",36,2011-06-07,5.45,13784,"United Kingdom","2011-06","Bulk"
"555834","SKULLS AND CROSSBONES WRAP",250,2011-06-07,0.34,12891,"United Kingdom","2011-06","Bulk"
"555840","REVOLVER WOODEN RULER",36,2011-06-07,1.95,15805,"United Kingdom","2011-06","Bulk"
"555863","RETROSPOT RED WASHING UP GLOVES",72,2011-06-07,1.69,17026,"United Kingdom","2011-06","Bulk"
"555920","SET 3 WICKER OVAL BASKETS W LIDS",74,2011-06-07,12.48,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT UNION FLAG",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT BLACK FLOCK",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT WELCOME PUPPIES",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT HOME SWEET HOME BLUE",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT FANCY FONT HOME SWEET HOME",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT FAIRY CAKE",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT UNION JACK GUNS AND ROSES",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT HEARTS",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT NEW ENGLAND",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT RED RETROSPOT",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555920","DOORMAT KEEP CALM AND COME IN",200,2011-06-07,4.58,18102,"United Kingdom","2011-06","Bulk"
"555927","PACK OF 12 TRADITIONAL CRAYONS",24,2011-06-07,0.42,NA,"United Kingdom","2011-06","Bulk"
"555927","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,2011-06-07,0.29,NA,"United Kingdom","2011-06","Bulk"
"555950","WRAP VINTAGE PETALS  DESIGN",50,2011-06-08,0.42,17966,"United Kingdom","2011-06","Bulk"
"555950","WRAP POPPIES  DESIGN",50,2011-06-08,0.42,17966,"United Kingdom","2011-06","Bulk"
"555950","SKULLS AND CROSSBONES WRAP",50,2011-06-08,0.42,17966,"United Kingdom","2011-06","Bulk"
"555950","WRAP ENGLISH ROSE",50,2011-06-08,0.42,17966,"United Kingdom","2011-06","Bulk"
"555950","WRAP BILLBOARD FONTS DESIGN",75,2011-06-08,0.42,17966,"United Kingdom","2011-06","Bulk"
"555950","WRAP GINGHAM ROSE",50,2011-06-08,0.42,17966,"United Kingdom","2011-06","Bulk"
"556018","SET OF 60 PANTRY DESIGN CAKE CASES",24,2011-06-08,0.55,15382,"United Kingdom","2011-06","Bulk"
"556018","SET OF 60 VINTAGE LEAF CAKE CASES",24,2011-06-08,0.55,15382,"United Kingdom","2011-06","Bulk"
"556034","GUMBALL COAT RACK",72,2011-06-08,2.1,16672,"United Kingdom","2011-06","Bulk"
"556034","GUMBALL MAGAZINE RACK",24,2011-06-08,6.75,16672,"United Kingdom","2011-06","Bulk"
"556055","JUMBO BAG PEARS",100,2011-06-08,1.79,14477,"United Kingdom","2011-06","Bulk"
"556055","JUMBO BAG APPLES",100,2011-06-08,1.79,14477,"United Kingdom","2011-06","Bulk"
"556066","HANGING HEART JAR T-LIGHT HOLDER",150,2011-06-08,1.06,16872,"United Kingdom","2011-06","Bulk"
"556066","ANTIQUE SILVER TEA GLASS ENGRAVED",160,2011-06-08,1.06,16872,"United Kingdom","2011-06","Bulk"
"556066","VINTAGE GLASS T-LIGHT HOLDER",72,2011-06-08,0.83,16872,"United Kingdom","2011-06","Bulk"
"556068","RED  EGG  SPOON",48,2011-06-08,0.12,12748,"United Kingdom","2011-06","Bulk"
"556119","RABBIT NIGHT LIGHT",24,2011-06-09,1.79,12594,"Italy","2011-06","Bulk"
"556255","DOORMAT UNION FLAG",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT BLACK FLOCK",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT WELCOME PUPPIES",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT HOME SWEET HOME BLUE",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT FANCY FONT HOME SWEET HOME",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT FAIRY CAKE",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT UNION JACK GUNS AND ROSES",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT MULTICOLOUR STRIPE",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT HEARTS",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT NEW ENGLAND",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT RED RETROSPOT",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556255","DOORMAT KEEP CALM AND COME IN",300,2011-06-09,4.58,18102,"United Kingdom","2011-06","Bulk"
"556302","RED ROCKING HORSE HAND PAINTED",144,2011-06-10,1.04,15267,"United Kingdom","2011-06","Bulk"
"556302","CHRISTMAS CRAFT LITTLE FRIENDS",80,2011-06-10,1.85,15267,"United Kingdom","2011-06","Bulk"
"556302","OFFICE MUG WARMER BLACK+SILVER",96,2011-06-10,2.55,15267,"United Kingdom","2011-06","Bulk"
"556302","BAKING SET 9 PIECE RETROSPOT",72,2011-06-10,4.25,15267,"United Kingdom","2011-06","Bulk"
"556302","GYMKHANA TREASURE BOOK BOX",96,2011-06-10,1.95,15267,"United Kingdom","2011-06","Bulk"
"556397","JUMBO BAG PINK POLKADOT",100,2011-06-10,1.79,16029,"United Kingdom","2011-06","Bulk"
"556397","JUMBO BAG STRAWBERRY",100,2011-06-10,1.79,16029,"United Kingdom","2011-06","Bulk"
"556442","PICNIC BASKET WICKER SMALL",60,2011-06-10,4.95,15098,"United Kingdom","2011-06","Bulk"
"556444","PICNIC BASKET WICKER 60 PIECES",60,2011-06-10,649.5,15098,"United Kingdom","2011-06","Bulk"
"556454","SANDALWOOD FAN",48,2011-06-10,0.85,12947,"United Kingdom","2011-06","Bulk"
"556496","VICTORIAN GLASS HANGING T-LIGHT",36,2011-06-12,1.25,14397,"United Kingdom","2011-06","Bulk"
"556505","PACK OF 12 LONDON TISSUES",504,2011-06-13,0.29,17381,"United Kingdom","2011-06","Bulk"
"556505","PLASTERS IN TIN STRONGMAN",192,2011-06-13,1.65,17381,"United Kingdom","2011-06","Bulk"
"556506","TRADITIONAL MODELLING CLAY",48,2011-06-13,1.06,17381,"United Kingdom","2011-06","Bulk"
"556574","BLACK RECORD COVER FRAME",360,2011-06-13,3.39,16209,"United Kingdom","2011-06","Bulk"
"556574","RECORD FRAME 7"" SINGLE SIZE",48,2011-06-13,2.1,16209,"United Kingdom","2011-06","Bulk"
"556667","RECYCLING BAG RETROSPOT",50,2011-06-13,1.85,15838,"United Kingdom","2011-06","Bulk"
"556667","TOY TIDY PINK POLKADOT",50,2011-06-13,1.85,15838,"United Kingdom","2011-06","Bulk"
"556667","PINK  POLKADOT CUP",48,2011-06-13,0.72,15838,"United Kingdom","2011-06","Bulk"
"556667","BLUE POLKADOT CUP",48,2011-06-13,0.72,15838,"United Kingdom","2011-06","Bulk"
"556670","STRAWBERRY   PICNIC BAG",50,2011-06-13,2.55,15838,"United Kingdom","2011-06","Bulk"
"556670","RED RETROSPOT PICNIC BAG",50,2011-06-13,2.55,15838,"United Kingdom","2011-06","Bulk"
"556670","CHILDRENS CUTLERY POLKADOT PINK",72,2011-06-13,3.75,15838,"United Kingdom","2011-06","Bulk"
"556670","BLUE POLKADOT PLATE",24,2011-06-13,1.69,15838,"United Kingdom","2011-06","Bulk"
"556670","12 PENCILS SMALL TUBE SKULL",96,2011-06-13,0.65,15838,"United Kingdom","2011-06","Bulk"
"556670","WATERING CAN PINK BUNNY",48,2011-06-13,1.65,15838,"United Kingdom","2011-06","Bulk"
"556670","WATERING CAN BLUE ELEPHANT",48,2011-06-13,1.65,15838,"United Kingdom","2011-06","Bulk"
"556718","COLOUR GLASS. STAR T-LIGHT HOLDER",660,2011-06-14,2.75,16013,"United Kingdom","2011-06","Bulk"
"556718","COLOUR GLASS. STAR T-LIGHT HOLDER",120,2011-06-14,2.75,16013,"United Kingdom","2011-06","Bulk"
"556723","WOOD BLACK BOARD ANT WHITE FINISH",108,2011-06-14,4.8,18102,"United Kingdom","2011-06","Bulk"
"556723","SMALL ZINC HEART WALL ORGANISER",108,2011-06-14,3.32,18102,"United Kingdom","2011-06","Bulk"
"556723","LARGE ZINC HEART WALL ORGANISER",104,2011-06-14,5.88,18102,"United Kingdom","2011-06","Bulk"
"556723","MEMO BOARD RETROSPOT  DESIGN",112,2011-06-14,3.91,18102,"United Kingdom","2011-06","Bulk"
"556723","CREAM HEART CARD HOLDER",108,2011-06-14,2.31,18102,"United Kingdom","2011-06","Bulk"
"556723","BLACK HEART CARD HOLDER",108,2011-06-14,2.31,18102,"United Kingdom","2011-06","Bulk"
"556723","3 HOOK PHOTO SHELF ANTIQUE WHITE",108,2011-06-14,5.88,18102,"United Kingdom","2011-06","Bulk"
"556725","SET 3 WICKER OVAL BASKETS W LIDS",200,2011-06-14,12.48,18102,"United Kingdom","2011-06","Bulk"
"556726","WOOD BLACK BOARD ANT WHITE FINISH",204,2011-06-14,4.8,18102,"United Kingdom","2011-06","Bulk"
"556726","SMALL ZINC HEART WALL ORGANISER",300,2011-06-14,3.32,18102,"United Kingdom","2011-06","Bulk"
"556726","LARGE ZINC HEART WALL ORGANISER",304,2011-06-14,5.88,18102,"United Kingdom","2011-06","Bulk"
"556726","MEMO BOARD RETROSPOT  DESIGN",112,2011-06-14,3.9,18102,"United Kingdom","2011-06","Bulk"
"556726","CREAM HEART CARD HOLDER",324,2011-06-14,2.31,18102,"United Kingdom","2011-06","Bulk"
"556726","BLACK HEART CARD HOLDER",324,2011-06-14,2.31,18102,"United Kingdom","2011-06","Bulk"
"556726","3 HOOK PHOTO SHELF ANTIQUE WHITE",204,2011-06-14,5.88,18102,"United Kingdom","2011-06","Bulk"
"556726","VINTAGE UNION JACK MEMOBOARD",204,2011-06-14,6.4,18102,"United Kingdom","2011-06","Bulk"
"556726","WOOD 2 DRAWER CABINET WHITE FINISH",120,2011-06-14,5.95,18102,"United Kingdom","2011-06","Bulk"
"556785","SET OF 3 CAKE TINS PANTRY DESIGN",24,2011-06-14,4.25,13408,"United Kingdom","2011-06","Bulk"
"556805","SET OF 36 DOILIES PANTRY DESIGN",24,2011-06-14,1.45,15125,"United Kingdom","2011-06","Bulk"
"556805","JUMBO BAG OWLS",100,2011-06-14,1.79,15125,"United Kingdom","2011-06","Bulk"
"556806","DONKEY TAIL GAME",36,2011-06-14,3.39,15125,"United Kingdom","2011-06","Bulk"
"556811","MULTICOLOUR SPRING FLOWER MUG",48,2011-06-14,0.39,14997,"United Kingdom","2011-06","Bulk"
"556811","PINK MONTE CARLO HANDBAG",24,2011-06-14,1.95,14997,"United Kingdom","2011-06","Bulk"
"556811","SET/4 SPRING FLOWER DECORATION",36,2011-06-14,0.75,14997,"United Kingdom","2011-06","Bulk"
"556811","MINI PAINTED GARDEN DECORATION",48,2011-06-14,0.29,14997,"United Kingdom","2011-06","Bulk"
"556811","JAZZ HEARTS ADDRESS BOOK",24,2011-06-14,0.19,14997,"United Kingdom","2011-06","Bulk"
"556811","JAZZ HEARTS PURSE NOTEBOOK",24,2011-06-14,0.39,14997,"United Kingdom","2011-06","Bulk"
"556811","ASSORTED MINI MADRAS NOTEBOOK",24,2011-06-14,0.39,14997,"United Kingdom","2011-06","Bulk"
"556811","LOVE HEART TRINKET POT",48,2011-06-14,0.39,14997,"United Kingdom","2011-06","Bulk"
"556811","PENS ASSORTED SPACEBALL",36,2011-06-14,0.19,14997,"United Kingdom","2011-06","Bulk"
"556817","BROCADE RING PURSE",720,2011-06-15,0.21,14609,"United Kingdom","2011-06","Bulk"
"556918","BLACK RECORD COVER FRAME",192,2011-06-15,3.39,12415,"Australia","2011-06","Bulk"
"556931","SMALL BONNE JAM JAR  T-LIGHT HOLDER",96,2011-06-15,1.79,15864,"United Kingdom","2011-06","Bulk"
"556939","POLYESTER FILLER PAD 45x45cm",80,2011-06-15,0,NA,"United Kingdom","2011-06","Bulk"
"556939","POLYESTER FILLER PAD 40x40cm",160,2011-06-15,0,NA,"United Kingdom","2011-06","Bulk"
"556956","SET/5 RED RETROSPOT LID GLASS BOWLS",96,2011-06-16,2.55,13694,"United Kingdom","2011-06","Bulk"
"556956","JUMBO  BAG BAROQUE BLACK WHITE",200,2011-06-16,1.75,13694,"United Kingdom","2011-06","Bulk"
"556956","RED POLKADOT BEAKER",96,2011-06-16,0.39,13694,"United Kingdom","2011-06","Bulk"
"556956","PAPER BUNTING RETROSPOT",40,2011-06-16,2.55,13694,"United Kingdom","2011-06","Bulk"
"556956","JUMBO BAG APPLES",100,2011-06-16,1.75,13694,"United Kingdom","2011-06","Bulk"
